id	created_at	text	author_id
1712171733506281668	2023-10-11T18:22:06.000Z	London Afghan community devastated over earthquake in western Afghanistan #CDNNews #CDN #News [Video] Members of London's Afghan community say the 6.3-magnitude earthquake that destroyed six villages in western Afghanistan and killed over 2,000 people is… https://t.co/4f3wZnGaIb	1564809868435144704
1712171731673370890	2023-10-11T18:22:06.000Z	London Afghan community devastated over earthquake in western Afghanistan #CDNNews #CDN #News [Video] Members of London's Afghan community say the 6.3-magnitude earthquake that destroyed six villages in western Afghanistan and killed over 2,000 people is… https://t.co/4Yp4DKsWRI	1564785873954263041
1712171507500404776	2023-10-11T18:21:12.000Z	London Afghan community devastated over earthquake in western Afghanistan #CDNNews #CDN #News [Video] Members of London's Afghan community say the 6.3-magnitude earthquake that destroyed six villages in western Afghanistan and killed over 2,000 people is… https://t.co/o4xt20PTSY	1564803135205527554
1712171095779135842	2023-10-11T18:19:34.000Z	Afghanistan earthquake: More than 1,000 dead as villagers dig for survivors https://t.co/LUYUCMSqNg https://t.co/igPARYxfKw	805336270280990720
1712170427357761731	2023-10-11T18:16:55.000Z	My God,.. Your God,.. You are not praying to my God,.. Yours is a wrong God..<<newline>><<newline>>The earthquake in Afghanistan which killed approximately 2000 people happened because Afghans are worshipping the wrong God. It wouldn't have happened if they were praying to the Christian God. 🫣🫣🫣 https://t.co/BSony42ICp	1710325996136615936
1712170317525798978	2023-10-11T18:16:28.000Z	Another major earthquake has taken place today in Afghanistan, devastating a number of villages that were untouched in the last week’s earthquake, which had killed 2,500 people. No one cares, no one cries! https://t.co/v152eNyQ6J	308976778
1712169641819460094	2023-10-11T18:13:47.000Z	Afghanistan, more than 2000 people lost their lives in a tragic earthquake, let's come together to support our brothers and sisters there, Afghanistan needs us 😢. @UNHCRAfg @AfghanistanTime #AfghanistanEarthquake #Afghanistan @IM_Prosecutor	2348401574
1712169044181221559	2023-10-11T18:11:25.000Z	6.3 magnitude earthquake shakes part of western Afghanistan where an earlier quake killed over 2,000 https://t.co/bqf5cIveC6 <<newline>>#PleaseRepost I don't own Facebook, or any social media platforms @Doris Foster ©️ September 07 1961 is my date of birth.	1666605710593994752
1712168931115299053	2023-10-11T18:10:58.000Z	BREAKING 🚨 This morning Afghanistan was hit by a second major 6.3M Earthquake within a week. 3,000+ people have been killed in the earthquake earlier this week which flattened entire villages and turned them into cemeteries <<newline>><<newline>>#AfghanistanEarthquake #Afghanistan #Earthquake https://t.co/Tp39KPlcF2	1503701481974816777
1712168409038016752	2023-10-11T18:08:53.000Z	Shocking news! Another 6.3 magnitude earthquake hit Herat, this morning. <<newline>><<newline>>4 villages were destroyed, hundreds dead, and thousands injured again.<<newline>><<newline>>The team from @ASEELApp is on the ground delivering aid<<newline>><<newline>>#AfghanistanEarthquake #Afghanistan <<newline>><<newline>>@MawloddinB @OmarHaidari1 @ihsan_ku10 https://t.co/vKwQM16X6F	1186566910369943553
1712168061006971337	2023-10-11T18:07:30.000Z	Breaking 🚨 This morning Afghanistan was hit by a second major 6.3M Earthquake within a week. 3,000+ people have been killed in the earthquake earlier this week which flattened entire villages and turned them into cemeteries. Keep hem in your prayers 🤲 https://t.co/iqaWe0yXsc https://t.co/25dPdcTaMh	2258963714
1712167983697600789	2023-10-11T18:07:12.000Z	Another major earthquake has taken place today in Afghanistan, devastating a number of villages that were untouched in the last week’s earthquake, which had killed 2,500 people. <<newline>>#FreePalastine <<newline>>#PalestineUnderAttack <<newline>>#طوفان_الاقصى_ https://t.co/JvvJvBgakJ	1516381884758085634
1712167441231401013	2023-10-11T18:05:03.000Z	6.3 magnitude earthquake shakes part of western Afghanistan where an earlier quake killed over 2,000 https://t.co/7eXSlzCiD9	3152644679
1712166218453410173	2023-10-11T18:00:11.000Z	Another strong earthquake has shaken part of western Afghanistan where a quake on Saturday killed more than 2,000 people. https://t.co/4hg165pzpi	16568530
1712166126644253123	2023-10-11T17:59:49.000Z	6.3 magnitude earthquake shakes part of western Afghanistan where an earlier quake killed over 2,000 (from @AP) https://t.co/AX2PAXBtoY	1344439374151352320
1712165878354096344	2023-10-11T17:58:50.000Z	6.3 magnitude earthquake shakes part of western #Afghanistan where an earlier quake killed over 2,000.<<newline>><<newline>>May Almighty have mercy on All Ummah, Ameen<<newline>><<newline>>#AfghanistanEarthquake https://t.co/nRp4gf4YDI	3135611171
1712165684057198687	2023-10-11T17:58:04.000Z	Afghanistan hit by second #earthquake in days<<newline>><<newline>>Another earthquake, 6.3 magnitude, has hit western #Afghanistan, just days after two large quakes in the same region killed more than 1,000 people. More than 90% of them were women and children.<<newline>><<newline>>https://t.co/GaHe0XMTZ1	983355057994391552
1712165197064925300	2023-10-11T17:56:08.000Z	6.3 magnitude earthquake shakes part of western Afghanistan where an earlier quake killed over 2,000 https://t.co/iqw3kIXJGD	2492877258
1712164395709612048	2023-10-11T17:52:57.000Z	Earthquake in Afghanistan: death toll rises to 4,000!<<newline>><<newline>>According to EiSamay, another magnitude 6.3 earthquake struck western Afghanistan on Wednesday. According to the US Geological Survey, the tremors were felt around 17:10 local time. The earthquake's epicenter was located… https://t.co/0uJhWfbdY6 https://t.co/h3S4d7VaWa	1429514676648480781
1712164167514231222	2023-10-11T17:52:02.000Z	Another Powerful Earthquake Shakes Afghanistan Where Earlier Quake Killed Over 2,000 | Click the image to read more ⬇ https://t.co/0jaRTN7YE2	860260679739211776
1712163816673349660	2023-10-11T17:50:39.000Z	Another strong earthquake shook western Afghanistan on Wednesday morning after an earlier one killed more than 2,000 people and flattened whole villages in Herat province in what was one of the most destructive quakes in the country’s recent history.<<newline>>https://t.co/GxHhEuz6Gz	377914830
1712254305330184206	2023-10-11T23:50:13.000Z	‘The Wrath of God’: Afghans Mourn Unimaginable Loss From Quake https://t.co/Mop1GlhPQY https://t.co/2oqFk4xuFS	3512149340
1712253107139125356	2023-10-11T23:45:27.000Z	‘The Wrath of God’: Afghans Mourn Unimaginable Loss From Quake https://t.co/xZahfM2Ocs https://t.co/FaLPNgKTqD	3206514489
1712253104303866296	2023-10-11T23:45:26.000Z	‘The Wrath of God’: Afghans Mourn Unimaginable Loss From Quake https://t.co/WaKV9W7kvf https://t.co/738VPSJ5od	3514193658
1712253098347864222	2023-10-11T23:45:25.000Z	‘The Wrath of God’: Afghans Mourn Unimaginable Loss From Quake https://t.co/GrEkm61P6D https://t.co/SxhnXGV1T1	3060985126
1712245856005456218	2023-10-11T23:16:38.000Z	We are deeply saddened by the catastrophic earthquake that has shaken the western part of Afghanistan, particularly Herat Province. This devastating event has claimed the lives of over 2,000+ people and left more than 3,000+ injured.<<newline>>#HeratEarthquake	1712237563673460736
1712243341889503494	2023-10-11T23:06:39.000Z	Powerful new earthquake hits Afghanistan https://t.co/1rWzlrlRYg <<newline>>Pope panic because the pope isn't welcome here either is why his worried.	2210091108
1712241877796209062	2023-10-11T23:00:50.000Z	‘The Wrath of God’: Afghans Mourn Unimaginable Loss From Quake https://t.co/VmswHRpOrt https://t.co/NggPvrQ49I	3064079677
1712241860549247086	2023-10-11T23:00:46.000Z	‘The Wrath of God’: Afghans Mourn Unimaginable Loss From Quake https://t.co/0LiFHsFqh2 https://t.co/KrrlxYxrfC	3513407423
1712234191121735768	2023-10-11T22:30:17.000Z	‘The Wrath of God’: Afghans Mourn Unimaginable Loss From Quake https://t.co/mvxvWzYJHu https://t.co/3CRNysiwBM	3077289518
1712234189804683607	2023-10-11T22:30:17.000Z	‘The Wrath of God’: Afghans Mourn Unimaginable Loss From Quake https://t.co/zuTerrYyGd https://t.co/hliNqSPizl	3075179173
1712230443070701767	2023-10-11T22:15:23.000Z	‘The Wrath of God’: Afghans Mourn Unimaginable Loss From Quake https://t.co/ghC8n01ZlE https://t.co/Ye2AzLpAkQ	3238676389
1712229138575003879	2023-10-11T22:10:12.000Z	‘The Wrath of God’: Afghans Mourn Unimaginable Loss From Quake https://t.co/tu29Vh8AqL https://t.co/sPeSSkJWLS	3513593600
1712229138298257524	2023-10-11T22:10:12.000Z	‘The Wrath of God’: Afghans Mourn Unimaginable Loss From Quake https://t.co/DnJUzqbLEv https://t.co/stjuWk3iJ1	3514400472
